Sentence	Characters	Bytes
تغيرت الحرب البرية من الجبهات الأمامية الثابتة كما كان الأمر في الحرب العالمية الأولى إلى زيادة القابلية على الحركة والجمع بين الأسلحة.	114	227
تلقى جنود سلاح الفرسان البريطاني أيضاً تدريباً ممتازاً على المبارزة فوق ظهور الخيل.	71	141
يؤكد بعض المؤرخين, مثل تشاندلر وويلر, أن فعالية فرقة الخيالة البريطانية الثقيلة أعطبت بعد أول هجومٍ ملحمي.	90	177
وفقاً لدراسة جينية على البيانات الصبغية الخاصة بالغجر, فإن الأصل الآسيوي الجنوبي عند الغجر يعود إلى شمال غرب الهند.	97	192
تعتمد التفسيرات الخاصة بأصل الموسيقى على كيفية تعريف الموسيقى.	54	107
عند البشر, كلٌ من الذكور والإناث مغنون متحمسون, وعزف الموسيقى نشاط جامع في أغلب الأحيان.	74	145
عام 1839, وجدت الصين نفسها منخرطة في حرب الأفيون الأولى ضد بريطانيا العظمى بعد أن منع لين زيشو الحاكم العام لمقاطعتي خونان وخوبي تجارة الأفيون الخارجية.	127	248
هزمت الصين, وفي عام 1842 وافقت على الأحكام الواردة في معاهدة نانجينغ.	58	110
تم التنازل عن جزيرة هونغ كونغ لبريطانيا, وفتحت مرافئ معينة, منها شنغهاي وغوانزو أمام المقيمين والتجارة البريطانية.	98	193
عام 1856, اندلعت حرب الأفيون الثانية, هزم الصينيون مجدداً وأجبروا على القبول بشروط معاهدة تيانسين لعام 1858 ومعاهدة بكين لعام 1860.	111	207
أتاحت المعاهدة مرافئاً جديدةً للتجارة وسمحت للأجانب بالسفر إلى الداخل الصيني.	67	133
رافقت "لامار" "ماندل" إلى اجتماعات العمل حيث كان يجتمع مع العلماء وغيرهم من العاملين المنخرطين في مجال التكنولوجيا العسكرية.	106	207
تضمنت أولى اختراعات لامار إشارة مرور مطورة وقرص يذوب في الماء لصنع مشروبات غازية.	68	135
عرض عليها العديد من السيناريوهات والإعلانات التلفزيونية والمشاريع المسرحية, لكن لم يثر أيٌ منها اهتمامها.	91	180
جوزيف دارناند, الذي أصبح ضابطاً في وحدات إس إس وقاد مجموعات ميليس شبه العسكرية التي كانت تطارد عناصر المقاومة, أعدم في تشرين الأول من عام 1945.	118	229
أوعز ديغول بألا يكون هناك احتفاءٌ شعبيٌ زائدٌ بتشرشل, وألا يمنح جوائز رسمية من دون موافقته المسبقة.	83	164
يروي الفيلم الدمار الذي لحق بحياة كارانغي وبمسيرتها المهنية جراء إدمانها على الهيروين, بالإضافة إلى تراجعها ووفاتها بسبب مرض الإيدز في منتصف الثمانينيات.	131	260
تم إنجازه في في وقتٍ متأخرٍ نوعاً من الحرب, رغم أن عدداً من طائرات بي-29 كانت مجهزة بنظام إيغل وكان يعمل جيداً, فقد جاء في وقتٍ متأخرٍ بحيث لم يحدث فارقاً كبيراً.	131	256
نظام الرادار الذي يعد أكثر ما يشتهر به ألفاريز والذي لعب دوراً كبيراً في مجال الطيران, خصوصاً في النقل الجوي من وإلى برلين ما بعد الحرب, كان نظام تحكمٍ أرضي (جي سي إيه).	137	269
من خلال استخدام الهوائي ثنائي القطب لتحقيق دقة زاوية كبيرة, يتيح نظام التحكم الأرضي لمشغلي الرادار الأرضي الذين يراقبون شاشاتٍ دقيقة خاصة أن يوجهوا طائرةً خلال هبوطها على المدرج من خلال بث أوامر شفهية إلى الطيار.	177	352
كان النظام بسيطاً ومباشراً ويعمل بكفاءة, حتى مع الطيارين غير المدربين عليه مسابقاً.	71	140
وقد لقي نجاحاً كبيراً إلى درجة أن الجيش استمر في استخدامه لسنوات عديدة بعد الحرب, وكان لا يزال مستخدماً في بعض الدول خلال الثمانينيات.	111	220
مع النمو السكاني, أنشئت أحياءٌ سكنية جديدة.	37	72
استولى متمردو تحالف القوات الديمقراطية لتحرير الكونغو على لوبومباشي في نيسان من عام 1997.	76	147
يساهم الارتفاع الكبير على تبريد المناخ, وإلا كان شديد الحرارة.	53	104
قللت الصحة المتدهورة من إنتاج هيتشكوك في آخر عقدين من حياته.	50	99
تبرز أفلام هيتشكوك أحياناً شخصياتٍ يعانون في علاقاتهم مع أماهتهم.	56	111
كان هيتشكوك يفضل التعامل مع أكفأ المواهب في زمنه -مصممي الملصقات الإعلانية أمثال بيل غولد وسول باس- الذين كانوا يعدون ملصقاتٍ تعكس أفلامه بدقة.	120	237
سيطر صراعٌ عقلي على هرتزل, ما بين التوق إلى النجاح الأدبي وما بين الرغبة في أن يصبح شخصية عامة.	77	152
في 10 نيسان من عام 1896, تلقى هرتزل زيارة من القس ويليام هيشلر, الكاهن الأنغليكاني في السفارة البريطانية.	88	167
خلال إحدى الحلقات, ظهر كعازف غيتارٍ بارع.	35	68
ليني أعزبٌ دائم, قليلٍ الحظ مع النساء.	32	62
في إحدى المناسبات, تم التلميح إلى أنه عميلٌ سري يستهدف هومر.	50	98
بعد أن قرر أن يتابع في مجال الدراما, التحق وينستون بمدرسة كورونا للمسرح في هامرسميث.	70	138
التقى وينستون بزوجته إيلين, خلال تصوير فيلم "ذلك الصيف" عام 1979.	55	102
أعلن عن إفلاس وينستون في 4 تشرين الأول 1988 ومجدداً في 19 آذار 1993.	55	98
اكتشف ديزني أن شركة يونيفرسال تملك حقوق الملكية الفكرية الخاصة بأوزوالد.	62	123
فاز ديزني بجائزة أوسكار فخرية أخرى, والتي تتكون من تمثال أوسكار بالحجم الطبيعي وسبعة تماثيل أخرى مصغرة.	87	172
تمنح البطاقة إعانةً يمكن سحبها عن طريق أجهزة الصراف الآلي من أجل شراء احتياجات المدرسة مثل الكتب والأزياء المدرسية.	97	193
كما أنه شيد وجدد خمسة أسواقٍ تقليدية عام 2013 وأربعة أسواقٍ تقليدية عام 2014.	64	119
مع ذلك, أعلن خصمه فرابوو سوبيانتو انتصاره أيضاً, مما ترك المواطنين الإندونيسيين في حيرة.	75	147
قبيل تسلمه لمنصبه, سعى جوكوي إلى تحميل الرئيس المنتهية ولايته يودهويونو مسؤولية قرار رفع أسعار الوقود الناتج عن رفع الدعم المتزايد.	111	220
تزعم سيرته الرسمية أن كيم ألف ست أوبرات وأنه يستمتع بإخراج المسرحيات الغنائية الضخمة.	72	143
بعد نصيحةٍ من ألكسندر, أصبح قادراً على إيجاد حلٍ وسط: سيلتحق بالجامعة, لكنه سيدرس الأدب أيضاً.	79	154
التحق باري بجامعة إدنبره حيث كان يكتب في نقد الدراما لصالح جريدة "إدنبره إيفنينغ كورانت".	75	147
تخرج وحصل على درجة الماجستير في 21 نيسان من عام 1882.	43	79
من خلال إعلانٍ عن وظيفة وجدته شقيقته في جريدة "ذا سكوتسمان", عمل لمدة عامٍ ونصف كمحرر صحفي في جريدة "نوتينغهام جورنال".	99	192
ثم عاد إلى كيريموير.	17	33
نشرت 3000 نسخة فقط من الطبعة الأولى.	30	55
بحلول عام 2009, قدر إجمالي مبيعات كتابي"قوة الآن" و"أرض جديدة" في أمريكا الشمالية بثلاثة ملايين وخمسة ملايين نسخة على التوالي.	107	204
ينتقد بعض علماء المسيحية تول, فيما يثني عليه بعضهم الآخر.	48	94
بين عامي 1991 و1997, كانت تدير مدرسة للأطفال الذين يعانون صعوباتٍ في التعلم.	64	118
كان آخر كتبها غير الروائية عن مارغريت دوغلاس, كونتيسة لينوكس.	52	102
وجدت الانتقال إلى الكتب الروائية سهلاً, موضحةً: "يشكل كل كتابٍ منحنى للتعلم, وعليك أن تبقى منفتح العقل".	88	170
لتجنب مواجهة مأزقٍ مشابه مع ياسمين, قرر صناع الفيلم في نهاية المطاف أن ترسم الأميرة بشكلٍ كامل في استوديو واحد.	92	182
مع وضع اللمسات الأخيرة عليها, باتت ياسمين أول أميرة في ديزني ذات بشرة ملونة بدلاً من كونها من أصولٍ أوروبية.	89	176
من ناحية الموضوع, مثلت ياسمين الحقوق المدنية والتسامح العرقي والتراتبية الاجتماعية, إلى جانب الحياة والحرية والسعي إلى السعادة.	110	217
مع ذلك, لم تلق المزيد من التقدير العلني لمقاومتها في زمن الحرب ولعملها الإنساني, حتى بعد انتهاء الحكم الشيوعي في بولندا.	100	197
صدرت أسطوانة "أحبك جداً جداً" في آب ووصلت إلى مصاف أفضل 50 أسطوانة, وطرحت الأغنية المنفردة "أرض مهتزة" في أيلول لكن غيير كانت في الولايات المتحدة.	121	234
بعد أن وصلت إلى ذروة مسيرتها المهنية في موطنها أستراليا, عادت غيير عام 1984 لتعيش في لوس آنجلوس كي تركز على اقتحام المشهد الموسيقي هناك.	112	218
بعد تقدمه ليحل في قائمة البيلبورد 200 في المرتبة الـ96, صعد ألبوم "ظننت أنك عرفت" إلى المرتبة 31 في المملكة المتحدة, لكن الألبوم لم يبق في القائمة لأكثر من أسبوعين في المملكة المتحدة.	151	290
بعد صرفها, حظيت بينيستون بدور غليندا الساحرة الطيبة في الإنتاج المسرحي للمسرحية الغنائية "الساحر".	85	166
أعيد انتخاب وايلكس وطرد مرتين إضافيتين, قبل أن يقضي مجلس العموم بأن ترشحه كان باطلاً ويعلن أن صاحب المركز الثاني هو الفائز.	102	202
حلت حكومة غرافتون عام 1770, مما سمح لحزب المحافظين بقيادة اللورد نورث باستعادة السلطة.	73	140
كان جورج عميق التدين وكان يقضي ساعاتٍ في الصلاة, لكن إخوته لم يشاركوه ورعه.	62	122
كان جورج مذهولاً لما اعتبره انحلالاً أخلاقياً فيهم.	44	87
في عام 1770, تعرض أخوه الأمير هنري, دوق كامبرلاند وستراثرن لفضيحة تتعلق بالزنى, وفي العام التالي تزوج كامبرلاند من أرملة شابة تدعى آن هورتون.	118	228
كان ألبومها "وايلد وست" عام 1981 أحد أكثر ألبوماتها مبيعاً.	50	93
بحلول ذلك الوقت, أوصلها الإنفاق المسرف مع سلسلة من الاستثمارات السيئة من قبل مستثمريها إلى حافة الإفلاس.	88	174
عام 2012, طرحت الفرقة الأيسلندية سيغور روس فيديو لأغنية "فيوغور بيانو", من بطولة لابوف, والتي ظهر فيها عارياً.	93	176
وصفته جريدة "سانت لويس بوست ديسباتش" بأنه أفضل أداء للابوف.	50	97
اندلعت النيران في السيارة, وابتعد كينسيث.	36	70
كان إليوت يحضر جنازة والده في اليوم الذي أقيم فيه السباق.	47	93
عام 2003, سيطر على ترتيب النقاط والصدارة في آخر 33 من السباقات الـ36 وأصبح بطل كأس وينستون للسباقات ناسكار, وكان آخر سائق يحمل ذلك اللقب.	113	215
أصدر رافيرتي ألبومين إضافيين خلال التسعينيات فيما وصفه الموسيقي توم روبينسون لاحقاً ب"عودة كبيرة إلى الروعة".	94	185
جمع ألبوم "على جناحٍ وصلاة" (1992) شمله بشريكه في فرقة "ستيلر ويل" إيغان في عدة أغانٍ فيه.	74	137
ضم عدة أغانٍ تم تأليفها بالاشتراك مع جيم شقيق رافيرتي, الذي يعمل أيضاً كمغنٍ ومؤلف أغانٍ, والذي وقع مع شركة "ديكا ريكوردز" في السبعينيات.	114	223
سجل رافيرتي نسخة جديدة من أغنيته في فرقة هامبلبمز "لم أعجب أبوها على أية الأحوال" في ألبوم "فوق رأس" (1994).	89	167
كان هذان آخر البومين ينتجهما رافيرتي مع هيو ميرفي, الذي توفي عام 1998.	58	110
فقد شارك 330 ألف شخص على الأقل, بينهم 10 آلاف فني.	40	73
كان ستالين قد بدأ بتشجيع أباكوموف لتشكيل شبكته الخاصة داخل وزارة أمن الدولة لمجابهة هيمنة بيريا على الوزارات السلطوية.	100	199
أتاحت الأنماط التي قدمتها البيانات الواردة من منطقة بيتين وواكساكتون لهذين الموقعين أن يتلاءما مع التطور الثقافي لأراضي المايا المنخفضة.	117	233
يفترض مقال طومسون أن شعب المايا كان "مسالماً" بشكل عام نظراً إلى افتقارهم إلى دفاعاتٍ واضحة.	77	151
لم تظهر الأشرعة في منحوتات ونصوص ما قبل التاريخ في أمريكا الوسطى, بل وضعت نظرية تفيد باستخدام قوارب الكانو كوسيلة نقل مائية رئيسة عند المايا القدماء.	124	246
تولى ستارلين مهمة رسم العدد التالي, وبدأ باستحداث قصة جانبية مفصلة تركز على ثانوس الشرير, وانتشر في عددٍ من أعداد مارفل.	100	197
في ذات الوقت من منتصف السبعينيات, قدم كارلين مجموعة من القصص إلى مجلة مختارات الخيال العلمي المنشورة بشكلٍ مستقلٍ "ستار ريتش".	106	208
من خلال جدته, كان ميشيما ينحدر مباشرةً من سلالة توكوغاوا إيه-ياسو.	56	109
عام 1955, بدأ ميشيما بتدريبات الأثقال ولم يكسر نظامه التدريبي الذي كان يقوم على ثلاث فترات تدريبية في الأسبوع طوال آخر 15 عاماً من حياته.	113	218
اعتنق ميشيما شعاراً شديد التفرد في القومية قبيل نهاية حياته.	51	101
عام 2011, عينت بلانت لتكون سفيرة لعطر إيف سان لوران الجديد, أوبيوم.	56	105
قامت بلانت عام 2011 ببطولة الفيلم الكوميدي البريطاني "صيد السلمون في اليمن", من إخراج لاسي هالستروم وشاركها في بطولته إيوان مكغريغور وكريستين سكوت توماس.	130	252
في ذلك العام أيضاً, ظهرت بشكلٍ وجيز في فيلم ديزني "الدمى المتحركة", كموظفة الاستقبال الخاصة بالآنسة بيغي.	89	173
قامت عام 2012 ببطولة فيلم "خطبة الخمس سنوات", من إخراج نيكولاس ستولر وشاركها في بطولته جيسون سيغل.	82	156
في كانون الثاني من عام 2011, بدأت بلانت تصوير فيلم الخيال العلمي الأمريكي "صانع الحلقات", من إخراج ريان جونسون وشاركها بطولته بروس ويليس وجوزيف غوردون-ليفيت, صدر الفيلم في أيلول من عام 2012.	159	303
حاول فالينتينو أن يبعد الشخصية عن الصورة النمطية للرجل العربي.	53	105
كان جوزيف شنيك مهتماً باختيار زوجته, نورما تالمادج, لتمثل أمام فالنتينو في إصدار جديد من روميو وجولييت.	87	171
اللورد هاليفاكس, الرئيس الملكي للمجلس, زار ألمانيا سراً في تشرين الثاني والتقى بهتلر وغيره من المسؤولين الألمان.	96	189
في خطابٍ إلى مجلس الوزراء بعيد عبور القوات الألمانية للحدود, وضع تشامبرلين اللوم على كلٍ من ألمانيا والنمسا.	91	180
في أيار, أطلق حرس الحدود التشيكي النار على مزارعين ألمانيين من سوديت كان يحاولان عبور الحدود نحو تشيكوسلوفاكيا من دون التوقف عند النقاط الحدودية.	122	242
خلال هذا الوقت, كانت مارسيل غالباً ما تترك وحدها في الحجرة فيما كانت بياف ومومون تجوبان الشوارع أو في الملهى تغنيان.	96	190
كانت تلك منسية تقريباً إلى ما بعد وفاة سميث.	36	71
إحدى أفكار روايات سكايلارك تدور حول أسلاف تكنولوجيا الاتصالات الحديثة.	61	121
في وقتٍ مبكر من عام 1926, كتب ماير إلى إيرين جوليو-كوري مقترحاً أن تعمل رونا معها لتتعلم كيف يمكن لمعمله أن يصنع عينات البولونيوم الخاصة بهم.	116	225
ما أن بات هانز بترسون قادراً على تأمين التمويل لدفع تكاليف رونا, سمحت لها جوليو-كوري بالقدوم ودراسة فصل البولونيوم في معهد كوري في باريس.	114	225
ابتكرت رونا طريقة مطورة لتحضير مصادر البولونيو وإنتاج انبعاثات ألفا.	59	117
بعد أن اكتسبت شهرةً كخبيرةٍ في المجال, عادت بهذه المهارات إلى معهد راديوم مع قرص صغير من البولونيوم.	83	164
أتاح هذا القرص لرونا إنتاج عينات مخبرية من البولونيوم, والتي استخدمت في الكثير من أبحاث المعهد اللاحقة.	87	172
خارج فترة الموسم عام 2013 ظهرت في قناة "سي تي في مونتريال" كمقدمة نشرة جوية ضيفة.	66	125
ثم واجهت حاملة اللقب والمصنفة الأولى سارة إيراني, لكنها خسرت.	52	102
تعرضت بوشار لخسارة صادمة بثلاث مجموعات.	34	67
عندما تزوجت ابنتهما سيسيلي بريتشارد بلانتاغينيت, دوق يورك الثالث, وأنجبا العديد من الأولاد, بما فيهم إدوراد الرابع وريتشارد الثالث, أصبحت جوان جدة ملكي إنجلترا من آل يورك.	145	285
توفي جون غونت عام 1399.	19	33
أطلق سراح الفارس ليفيت وزج تابعه في البرج.	35	69
كان قد تطلق منذ وقتٍ ليس ببعيد من الممثلة غلوريا هولدن, لكنه حمل الراية بعد الانفصال الزوجي.	76	150
شارك في البطولة كشقيق همفري بوغارت الأصغر, الشاب المستهتر خالي البال, في فيلم "سابرينا" (1954), التي لعبت دورها أودري هيبورن.	106	200
قرر ألا يسعى إلى فترة ثالثة في الدورة الانتخابية التالية.	48	95
جرت الحملة الانتخابية لعام 1980 بين ريغان والرئيس القائم جيمي كارتر في خضم مخاوف داخلية وإبان أزمة الرهائن المتواصلة في إيران.	106	207
هيمن الجمهوريون على مجلس الشيوخ للمرة الأولى منذ عام 1952, وحصلوا على 34 مقعداً في مجلس النواب, لكن الديمقراطيين احتفظوا بمجلس بالأغلبية.	116	223
تماثل إلى الشفاء وخرج من المستشفى في 11 نيسان, ليكون أول رئيسٍ للولايات المتحدة على رأس عمله ينجو من إصابة بالرصاص بعد محاولة لاغتياله.	112	220
آمن ريغان أن الله أبقاه على قيد الحياة كي يعيش ويحقق غايةً أعظم.	52	103
بلوتش مهتمٌ بجعل الأمل هو المبدأ الموجه لماركسيته ويشدد على الإنسانية الضمنية الكامنة في التقاليد الروحانية.	93	185
على اللاهوت السليم أن يتأسس على ضوء هدفه المستقبلي.	43	85
نقلت بيبي العائلة إلى ناشفيل, تينيسي عام 1991 بعد أن أبرمت اتفاقاً جديداً لإصدار الأغاني التي تؤلفها.	85	164
تشاركت كيشا وبيبي معاً في تأليف أغنية "ستيفن" عندما كانت كيشا في الـ16, ثم تعقبت كيشا ديفيد غامسون, المنتج الذي كانت تكن له التقدير منذ أن كان في فرقة "سكريتي بوليتي" والذي وافق على إنتاج الأغنية.	161	313
بحلول آب 2015, نشرت كيشا القليل من المعلومات عن ألبومها الثالث المرتقب والمسجل في استوديو.	76	146
وصلته هذه المرة, لكنه رفض الاعتراف أنها لم تعد تريد الزواج به.	51	100
ولد رايت في مدينة بول التابعة لمقاطعة دورست, لكنه ترعرع بشكلٍ أساسي في مدينة ويلز التابعة لمقاطعة سومرست.	88	174
لدى رايت شقيق اسمه أوسكار, وهو يعمل كرسام للكتب الهزلية, ويقدم قصصاً مصورة وفناً تصورياً وفيديوهات ترويجية لصالح أفلام إدغار.	106	209
رايت صديقٌ لزميله المخرج غارث جينينغز, وظهر في أدوارٍ صغيرة في فلميه "دليل المسافر إلى المجرة" و"ابن قوس قزح".	92	178
لم تحقق القوى الكبرى المطالب الداعية إلى الاعتراف بألبانيا.	51	101
مع بداية مؤتمر لندن في كانون الأول من عام 1912, رفض سفراء القوى العظمى الست مشروع تأسيس ألبانيا المستقلة.	87	168
بدلاً من ذلك, قرروا أن ألبانيا ستكون تحت السيادة العثمانية لكن مع حكومة تتمتع بالحكم الذاتي.	77	152
بعد أن بدا جلياً أن الإمبراطورية العثمانية ستخسر كل منطقة مقدونيا وبالتالي اتصالها الجغرافي بألبانيا, أدركت القوى العظمى أن عليها أن تغير قرارها.	123	244
معاهدة لندن, التي وقعت في 30 أيار 1913, قسمت جزءاً كبيراً من الأراضي التي تطالب بها ألبانيا, بصرف النظر عن تركيبتها العرقية, بين حلفاء البلقان ما قلص من مساحة ألبانيا إلى مناطقها الوسطى.	154	297
تمكن رجال الشرطة من السيطرة على صاحبة ال53 عاماً خلال الواقعة صباح يوم الأحد.	64	125
استبدل الملك سلمان السياسي المخضرم برئيس هيئة السوق المالية, محمد الجدعان.	64	126
النفط والذهب والمواد الغذائية, مثل القمح, مواردٌ طبيعية, يستثمر فيها المستثمرون المليارات حول العالم.	88	172
ب71 هدفاً في 137 مباراة دولية, يكون صاحب الرقم القياسي في عدد الأهداف الدولية في تاريخ الاتحاد الألماني لكرة القدم.	96	185
بمساعدة بيانات بطاقة الخصم المباشر, حددت شرطة إسن أربعة أشخاص وقفوا مكتوفي الأيدي فيما كانوا يشاهدون متقاعداً يموت في أحد فروع المصرف.	113	224
لم يستبعد المتحدث الرسمي احتمال أن يخضع آخرون للتحقيق.	46	91
لكن لأن سيريس 1 لم تعد القديمة, يمكن للعديد من المستخدمين توفير 100 يورو.	60	114
تظهر الصورة بوضوح شريط شاشة اللمس الضيق الذي توقعته الشائعات فوق لوحة المفاتيح.	67	133
من غير المعروف كيف تعاون المسرحيان.	30	59
أظهرت دراسة سويدية أن هذه الحيوانات نادراً, إن لم يكن مطلقاً, ما تحط بعد فترة التكاثر التي تستمر لشهرين.	86	169
وفقاً لباركر, ينشط عملاء المخابرات الروسية بأعدادٍ كبيرة في بريطانيا العظمى.	66	130
أعلنت روسيا تعليق الاتفاقية في بداية تشرين الأول.	42	83
يحدد القانون عدداً من الشروط التي يمكن لتحقيقها أن يعيد الاتفاق إلى حيز التنفيذ: على الولايات المتحدة الأمريكية سحب كل قواتها من الدول التي انضمت إلى حلف الناتو بعد عام 2000, وإلغاء جميع العقوبات على روسيا بالإضافة إلى سداد التكاليف المتكبدة نتيجة للعقوبات.	215	423
قال: "إنها محاكمة سياسية وقد قررت عدم الحضور".	39	74
إذا استقال موظفٌ تركيٌ مثلاً, تأتي مجالس العمل التركية.	47	92
من وجهة النظر هذه, فإن البنى الفاسدة والنخب القانعة هي سبب تردي أوضاع النظام الصحي والتعليم والتجارة الخارجية في الولايات المتحدة الأمريكية.	119	236
بوسع كون هز رأسه فقط.	17	33
في تموز تحققت صحيفة "دي تسايت" لأول مرة مع شركة العقارات بشأن تدفقاتها المالية المشبوهة وخطر إفلاسها.	85	167
تبدأ ساعة السحر مع انطلاق عزف الأرغن الرهيب, مثل الأغنية الضاربة في الستينيات مونستر ماش.	75	148
برر فون بويست ارتفاع التكاليف بانعدام وجود تخطيطٍ دقيق.	47	93
يتلمس سيمون كريتشمر طريقه وحيداً عبر ثكنة متهالكة ومظلمة.	49	97
هذا لأن كل معجزة وكل منطقة متخصصة تحتل حقلاً بأكمله.	43	85
أوقف إنتاج طراز الهاتف الذكي كلياً.	30	59
كان يوم 30 آب 2015, عندما غزا جيشٌ من البط الإنترنت.	42	76
حصل جيل الهاتف الذكي على تطبيقٍ يستحقه, حيث كان أكثر المواقف غباء يحصد جمهورٍاً بالملايين في أحسن الأحوال.	89	176
من ناحية أخرى, كان فاين فناً في ست ثوانٍ.	33	64
والآن هو بطلٌ للعالم أيضاً.	23	45
مع ذلك, شكل نهائي الموسم بالنسبة إلى كيربر نهاية لعامٍ استثنائي.	54	106
بعد الفوز اللافت في بطولة أستراليا المفتوحة, خسرت البالغة من العمر 28 عاماً لأول مرة في نهائي بطولة ويمبلدون أمام سيرينا ويليامز.	108	212
من غير الواضح الآن في أيهما.	23	45
هل تقرع المنبه الخاص بك؟	20	40
الأمر واضح: يمكن للرجال تحمل مسؤوليات أكبر في مجال منع الحمل.	51	100
وفق المعتقدات المسيحية, فإن قبراً منحوتاً من الحجر الجيري كان المثوى الأخير ليسوع المسيح.	76	150
سبب الإعلان عن الفيديو في ألمانيا غير واضح.	36	71
سئلت من قبل الضباط بطريقتهم البلهاء الفريدة ما إذا كنت أعرف الكاتب غونتر دي بروين وما إذا كنا قريبين فكرياً.	89	177
المحقق الكندي الخاص بحادث تحطم الطائرة لاري فانس أخبر دير شبيغل أنه مقتنعٌ أن أحد الطيارين كان ينوي الهبوط بالطائرة فوق المحيط كي تغرق.	112	223
خرج الخبراء الأستراليون باستنتاجات جديدة من فحص دفة الهبوط الخاصة بطائرة البوينغ التي جرفتها الأمواج إلى تنزانيا في شرق أفريقيا.	109	217
قد لا تكون المشكلة قد انتهت بالنسبة إلى باروسو.	39	77
أثار استبدال باروسوس جدلاً كبيراً.	30	59
قال دوندار أن الاعتقالات الحالية "استمرارٌ للتضييق علينا".	51	99
من خلال الاتفاق بين عون والحريري, حدث تقاربٌ بين التحالفين المتخاصمين في الوقت الحاضر.	73	144
أصدر زوج المرشحة الحالية للبيت الأبيض, هيلاري كلينتون, عفواً عن عددٍ من الأشخاص, من ضمنهم ريتش أيضاً, في آخر يومٍ من ولايته الرئاسية, 20 كانون الثاني 2001.	129	246
حذر دوندار أوروبا بشأن التفهم الزائد لمسلك إردوغان.	44	87
أحمد ز. أمين, أمين عام الوكالة الدولية للطاقة المتجددة (إيرينا) متيقنٌ: "يمكن لقوة الرياح في عرض البحر أن تصبح أهم مولد للطاقة في اقتصادٍ عالميٍ يخلو من الطاقة القائمة على انبعاثات الكربون".	159	310
الأرقام الجيدة في آسيا دفعت أسواق مؤشرات أسواق الأسهم إلى الارتفاع فوراً.	62	123
من المتوقع حدوث دفعة جراء ازدهار سوق العقارات وزيادة النفقات الحكومية.	60	119
تلفت لوحتا لوكاس كارناخ الأكبر المعروضتان تحديداً الأنظار.	51	101
لذلك لن تختفي العلامات المزعجة بشكلٍ كلي: وفقاً للمعلومات الواردة من وكالة الأنباء الألمانية, فهي ستفعل فقط إن لم يكن الفنان أو شركة التسجيلات مثلاً, عضواً في هيئة الأداء الموسيقي وحقوق النسخ الإلكترونية الألمانية ولم يكن لديه اتفاقية مع يوتيوب.	206	408
لا تصيب الملوثات رئات الصغار فحسب, بل يمكنها أيضاً أن تؤثر على تطور أدمغة الأطفال على المدى الطويل.	82	162
ليس من المستغرب أن الحكومتين الفيدرالية والولائية صنفتا التراث الطبيعي الوطني باعتباره مسؤولية مجتمعية ذات أولوية قصوى ووثقتا ذلك بدءاً من عام 2005 في اتفاقية تعاون.	140	275
بخلاف تلك المؤرخة في الثامن والعشرين من تشرين الأول, فإن رسالة السيد كومي بالكاد تم التعليق عليها.	82	162
لو أن منافسته الديمقراطية فازت بالانتخابات, لكانت "رهن التحقيق لسنوات" حسب تأكيده.	71	138
سخر أوباما قائلاً: "إن لم يكن بوسع أحدهم التحكم بحسابٍ على تويتر, لن يكون بوسعه التحكم بالشفرة النووية".	87	169
وفق البرنامج, ستتحدث عند الساعة 23:45.	33	59
يوم الثلاثاء, قد تنتخب الولايات المتحدة الأمريكية أول رئيسةٍ في تاريخها.	62	122
من ناحية أخرى, علاقات السيدة كلينتون مع القارة على مدى السنوات العشرين الماضية لم تكن مرضية بتاتاً.	83	164
اتخذ المحافظون الإسلاميون في حزب العدالة والتنمية هذا الرفض كمبررٍ للاستجوابات.	69	137
يتطلب الأمر غالبيةً مع حزب آخر, تحديداً أصوات 367 نائباً (من بين 550), في حين المطلوب 330 صوتاً لإجراء استفتاء.	92	170
في يوم الثلاثاء, الثالث من تشرين الثاني, قرر عمدة سان-غودانس (في إقليم غارون العليا) تعليق اتفاقية التنمية الحضرية الموقعة مع الحكومة المشكلة عام 2014.	128	246
يشرف الأخير على انتخابات الجمهوريين التمهيدية, التي تدعم فيها رشيدة داتي ترشيح نيكولا ساركوزي.	81	160
في الخطاب, اتهمت وزيرة العدل السابقة بريس هورتيفي بأنه "فاشي" و"وزير (أحمق) الداخلية" و"بلطجي".	82	154
ما هي القيود التي من شأنها منع التعبير عن المعتقدات الدينية في الشركات الخاصة؟	65	130
حتى لو كانت الغالبية العظمى من الحالات التي تنشأ في مكانا لعمل يمكن حلها من دون نزاعات.	71	141
هل يسمح للعاملين بإبقاء أغراض دينية على مكاتبهم؟	41	82
تعرب نقابة "فورس أوفريير" عن أسفها على أن ملاحظاتها على محتوى الدليل لم تدرج, وقالت السيدة جيلار: "لم يجر أي تشاور حقيقي".	101	195
الدليل إشكالي, أولاً لأنه وضع "في سياق حالة طوارئ".	43	82
أدرج القانون الوقت المستغرق للذهاب إلى منازل العملاء ضمن ساعات العمل.	59	117
قدمت المنظمتان طعناً رفضته محكمة النقض في الثاني عشر من تشرين الأول.	57	113
يهدف إلى أخذ وقت الانتقال بعين الاعتبار بعد خصم هذا من ساعات العمل المنجزة فعلاً, من دون التمكن من قياس الوقت الحقيقي للانتقال.	105	208
وقت العمل المبذول في هذه الساعة الأولى يساوي 45 دقيقة تقريباً.	52	101
وكشف ممثل فرنسا قائلاً "إيتا في طريقها إلى الخروج".	43	83
